"DATE","VISITOR_TEAM_ID","HOME_TEAM_ID","SEASON","HOME_TEAM_WINS","FGM_H","FGA_H","FGP_H","FG3M_H","FG3A_H","FG3P_H","FTM_H","FTA_H","FTP_H","OREB_H","DREB_H","REB_H","AST_H","STL_H","BLK_H","TO_H","PF_H","PTS_H","FGM_A","FGA_A","FGP_A","FG3M_A","FG3A_A","FG3P_A","FTM_A","FTA_A","FTP_A","OREB_A","DREB_A","REB_A","AST_A","STL_A","BLK_A","TO_A","PF_A","PTS_A","WIN_H","LOSE_H","RANKING_H","HOME_RECORD_H","ROAD_RECORD_H","WIN_A","LOSE_A","RANKING_A","HOME_RECORD_A","ROAD_RECORD_A"
"2021-10-19","BKN","MIL",2021,"YES",48,105,0.46,17,45,0.38,14,18,0.78,13,41,54,25,8,9,7,19,127,37,84,0.44,17,32,0.53,13,23,0.57,5,39,44,19,3,9,12,17,104,1,0,1,"1-0","0-0",0,1,0,"0-0","0-1"
"2021-10-19","GSW","LAL",2021,"NO",45,95,0.47,15,42,0.36,9,19,0.47,5,40,45,21,7,4,17,25,114,41,93,0.44,14,39,0.36,25,30,0.83,9,41,50,30,9,2,17,18,121,0,1,0,"0-1","0-0",1,0,1,"0-0","1-0"
"2021-10-20","BOS","NYK",2021,"YES",51,105,0.49,17,45,0.38,19,27,0.7,7,48,55,27,9,10,17,22,138,48,117,0.41,21,57,0.37,17,23,0.74,15,41,56,34,13,9,18,24,134,1,0,1,"1-0","0-0",0,1,0,"0-0","0-1"
"2021-10-20","CHI","DET",2021,"NO",36,90,0.4,6,28,0.21,10,13,0.77,11,36,47,17,7,5,16,16,88,37,86,0.43,7,23,0.3,13,15,0.87,9,39,48,18,8,5,17,19,94,0,1,0,"0-1","0-0",1,0,1,"0-0","1-0"
"2021-10-20","CLE","MEM",2021,"YES",53,100,0.53,14,33,0.42,12,12,1,13,40,53,28,8,8,10,15,132,47,93,0.51,14,38,0.37,13,18,0.72,7,29,36,38,6,5,10,17,121,1,0,1,"1-0","0-0",0,1,0,"0-0","0-1"
"2021-10-20","DEN","PHX",2021,"NO",36,87,0.41,14,37,0.38,12,17,0.71,11,34,45,23,9,3,18,18,98,44,83,0.53,17,39,0.44,5,9,0.56,6,40,46,25,9,1,17,20,110,0,1,0,"0-1","0-0",1,0,1,"0-0","1-0"
"2021-10-20","HOU","MIN",2021,"YES",42,87,0.48,16,38,0.42,24,31,0.77,13,33,46,26,18,12,18,22,124,40,88,0.45,11,33,0.33,15,22,0.68,12,29,41,21,13,3,24,25,106,1,0,1,"1-0","0-0",0,1,0,"0-0","0-1"
"2021-10-20","IND","CHA",2021,"YES",46,107,0.43,13,31,0.42,18,27,0.67,12,34,46,29,9,5,8,21,123,42,90,0.47,17,47,0.36,21,24,0.88,8,43,51,29,2,10,16,24,122,1,0,1,"1-0","0-0",0,1,0,"0-0","0-1"
"2021-10-20","OKC","UTA",2021,"YES",40,91,0.44,14,47,0.3,13,15,0.87,12,41,53,18,6,5,10,19,107,34,91,0.37,7,35,0.2,11,18,0.61,15,35,50,19,4,2,14,15,86,1,0,1,"1-0","0-0",0,1,0,"0-0","0-1"
"2021-10-20","ORL","SAS",2021,"YES",49,98,0.5,13,30,0.43,12,18,0.67,13,30,43,32,8,3,8,22,123,35,86,0.41,9,29,0.31,18,23,0.78,13,31,44,17,6,6,16,20,97,1,0,1,"1-0","0-0",0,1,0,"0-0","0-1"
"2021-10-20","PHI","NOP",2021,"NO",39,93,0.42,13,30,0.43,6,9,0.67,10,34,44,28,5,6,13,16,97,44,85,0.52,13,25,0.52,16,20,0.8,6,41,47,24,9,5,12,11,117,0,1,0,"0-1","0-0",1,0,1,"0-0","1-0"
"2021-10-20","SAC","POR",2021,"NO",45,93,0.48,12,35,0.34,19,22,0.86,9,40,49,25,5,5,12,22,121,42,92,0.46,17,41,0.41,23,29,0.79,7,36,43,24,6,4,10,22,124,0,1,0,"0-1","0-0",1,0,1,"0-0","1-0"
"2021-10-20","WAS","TOR",2021,"NO",30,97,0.31,7,34,0.21,16,22,0.73,19,35,54,14,10,4,19,21,83,36,81,0.44,5,27,0.19,21,26,0.81,7,44,51,20,14,8,21,17,98,0,1,0,"0-1","0-0",1,0,1,"0-0","1-0"
"2021-10-21","DAL","ATL",2021,"YES",45,94,0.48,15,35,0.43,8,9,0.89,6,49,55,31,8,9,13,16,113,31,93,0.33,13,43,0.3,12,13,0.92,10,40,50,16,7,3,15,21,87,1,0,1,"1-0","0-0",0,1,0,"0-0","0-1"
"2021-10-21","LAC","GSW",2021,"YES",43,83,0.52,15,31,0.48,14,22,0.64,10,43,53,27,5,4,21,20,115,42,96,0.44,14,40,0.35,15,21,0.71,8,31,39,24,9,2,7,25,113,2,0,1,"1-0","1-0",0,1,0,"0-0","0-1"
"2021-10-21","MIL","MIA",2021,"YES",51,96,0.53,15,35,0.43,20,31,0.65,11,47,58,28,8,2,11,26,137,32,84,0.38,12,42,0.29,19,29,0.66,5,33,38,19,6,0,15,26,95,1,0,1,"1-0","0-0",1,1,0.5,"1-0","0-1"
"2021-10-22","BKN","PHI",2021,"NO",43,91,0.47,14,36,0.39,9,11,0.82,5,30,35,17,8,9,8,21,109,41,88,0.47,12,38,0.32,20,24,0.83,11,36,47,26,6,6,12,16,114,1,1,0.5,"0-1","1-0",1,1,0.5,"0-0","1-1"
"2021-10-22","CHA","CLE",2021,"NO",43,84,0.51,9,31,0.29,17,20,0.85,7,29,36,26,9,3,18,15,112,48,91,0.53,13,32,0.41,14,17,0.82,11,35,46,32,13,1,18,16,123,0,2,0,"0-1","0-1",2,0,1,"1-0","1-0"
"2021-10-22","IND","WAS",2021,"YES",49,94,0.52,19,38,0.5,18,19,0.95,6,32,38,24,5,6,9,21,135,52,97,0.54,15,34,0.44,15,20,0.75,7,35,42,28,5,6,12,22,134,2,0,1,"1-0","1-0",0,2,0,"0-0","0-2"
"2021-10-22","NOP","CHI",2021,"YES",47,89,0.53,14,28,0.5,20,25,0.8,11,35,46,32,9,7,14,14,128,42,87,0.48,15,29,0.52,13,16,0.81,9,33,42,26,7,5,16,20,112,2,0,1,"1-0","1-0",0,2,0,"0-1","0-1"
"2021-10-22","NYK","ORL",2021,"NO",33,83,0.4,17,43,0.4,13,15,0.87,9,37,46,24,5,3,18,18,96,44,88,0.5,24,54,0.44,9,17,0.53,6,32,38,34,10,4,11,19,121,0,2,0,"0-1","0-1",2,0,1,"1-0","1-0"
"2021-10-22","OKC","HOU",2021,"YES",48,95,0.51,17,38,0.45,11,14,0.79,10,44,54,29,12,10,17,18,124,34,91,0.37,14,43,0.33,9,16,0.56,8,31,39,22,9,4,19,21,91,1,1,0.5,"1-0","0-1",0,2,0,"0-0","0-2"
"2021-10-22","PHX","LAL",2021,"NO",34,86,0.4,15,34,0.44,22,29,0.76,12,34,46,25,7,3,16,26,105,42,86,0.49,10,32,0.31,21,28,0.75,7,40,47,31,8,2,11,22,115,0,2,0,"0-2","0-0",1,1,0.5,"0-1","1-0"
"2021-10-22","SAS","DEN",2021,"YES",44,86,0.51,9,30,0.3,5,8,0.62,8,33,41,26,10,2,21,21,102,40,84,0.48,6,24,0.25,10,14,0.71,7,32,39,24,11,2,20,17,96,2,0,1,"1-0","1-0",1,1,0.5,"1-0","0-1"
"2021-10-22","TOR","BOS",2021,"NO",32,82,0.39,11,34,0.32,8,11,0.73,10,32,42,19,6,12,25,19,83,42,100,0.42,10,35,0.29,21,21,1,21,39,60,22,16,2,11,13,115,0,2,0,"0-1","0-1",1,1,0.5,"0-1","1-0"
"2021-10-22","UTA","SAC",2021,"NO",39,99,0.39,8,36,0.22,15,21,0.71,16,36,52,20,15,5,15,22,101,37,90,0.41,16,42,0.38,20,23,0.87,13,38,51,16,14,3,17,17,110,1,1,0.5,"0-1","1-0",2,0,1,"1-0","1-0"
"2021-10-23","ATL","CLE",2021,"YES",37,89,0.42,7,28,0.25,20,27,0.74,12,42,54,23,6,6,10,16,101,38,99,0.38,10,34,0.29,9,15,0.6,17,37,54,20,5,3,9,23,95,1,2,0.333,"1-1","0-1",1,1,0.5,"1-0","0-1"
"2021-10-23","DAL","TOR",2021,"NO",34,85,0.4,11,37,0.3,16,23,0.7,11,38,49,17,7,6,12,23,95,38,91,0.42,14,42,0.33,13,18,0.72,13,37,50,24,6,6,9,22,103,1,2,0.333,"0-2","1-0",1,1,0.5,"0-0","1-1"
"2021-10-23","DET","CHI",2021,"YES",35,84,0.42,11,26,0.42,16,19,0.84,3,39,42,24,13,11,12,17,97,34,88,0.39,5,28,0.18,9,15,0.6,11,42,53,14,9,8,20,17,82,3,0,1,"2-0","1-0",0,2,0,"0-1","0-1"
"2021-10-23","MEM","LAC",2021,"NO",43,99,0.43,13,39,0.33,15,17,0.88,14,30,44,23,7,4,7,21,114,42,90,0.47,15,36,0.42,21,25,0.84,13,35,48,26,5,3,11,19,120,0,2,0,"0-1","0-1",2,0,1,"1-0","1-0"
"2021-10-23","MIA","IND",2021,"YES",38,97,0.39,10,39,0.26,16,21,0.76,14,41,55,18,10,5,16,18,102,35,91,0.38,9,33,0.27,12,14,0.86,10,45,55,18,4,2,22,25,91,1,2,0.333,"1-0","0-2",1,1,0.5,"1-0","0-1"
"2021-10-23","MIL","SAS",2021,"NO",48,99,0.48,10,39,0.26,5,6,0.83,10,28,38,29,10,4,12,18,111,44,83,0.53,15,35,0.43,18,22,0.82,7,37,44,21,6,5,20,15,121,1,2,0.333,"1-1","0-1",2,1,0.667,"1-0","1-1"
"2021-10-23","NOP","MIN",2021,"YES",39,96,0.41,12,38,0.32,6,10,0.6,13,34,47,22,13,8,19,25,96,31,89,0.35,9,40,0.22,18,23,0.78,21,40,61,15,10,5,28,22,89,2,0,1,"2-0","0-0",0,3,0,"0-1","0-2"
"2021-10-23","PHX","POR",2021,"YES",51,94,0.54,21,50,0.42,11,17,0.65,8,40,48,24,8,5,9,15,134,43,89,0.48,9,28,0.32,10,15,0.67,7,31,38,27,6,1,14,19,105,1,1,0.5,"1-1","0-0",1,2,0.333,"0-1","1-1"
"2021-10-24","BOS","HOU",2021,"NO",32,75,0.43,14,32,0.44,19,24,0.79,5,35,40,20,7,4,18,20,97,38,86,0.44,15,47,0.32,16,20,0.8,6,37,43,22,10,6,11,22,107,1,2,0.333,"1-1","0-1",1,2,0.333,"0-1","1-1"
"2021-10-24","CHA","BKN",2021,"NO",38,87,0.44,9,35,0.26,10,12,0.83,9,35,44,18,10,8,17,19,95,43,94,0.46,10,30,0.33,15,19,0.79,10,38,48,26,10,5,12,17,111,1,2,0.333,"0-1","1-1",3,0,1,"1-0","2-0"
"2021-10-24","GSW","SAC",2021,"NO",42,86,0.49,15,46,0.33,8,13,0.62,10,37,47,26,0,4,19,16,107,43,97,0.44,13,37,0.35,20,24,0.83,14,29,43,26,12,3,6,13,119,1,2,0.333,"0-2","1-0",3,0,1,"1-0","2-0"
"2021-10-24","MEM","LAL",2021,"YES",45,84,0.54,16,30,0.53,15,22,0.68,9,27,36,29,10,12,17,14,121,45,100,0.45,13,35,0.37,15,18,0.83,18,31,49,25,13,4,17,20,118,1,2,0.333,"1-2","0-0",2,1,0.667,"1-0","1-1"
"2021-10-24","ORL","NYK",2021,"NO",37,100,0.37,13,48,0.27,17,25,0.68,16,36,52,20,8,8,12,21,104,36,88,0.41,12,43,0.28,26,34,0.76,10,47,57,22,7,4,13,25,110,2,1,0.667,"1-1","1-0",1,2,0.333,"0-1","1-1"
"2021-10-24","PHI","OKC",2021,"NO",40,84,0.48,8,31,0.26,15,19,0.79,6,36,42,24,9,4,11,17,103,41,88,0.47,17,41,0.41,16,20,0.8,12,35,47,25,4,9,12,17,115,0,3,0,"0-1","0-2",2,1,0.667,"0-1","2-0"
"2021-10-25","BOS","CHA",2021,"NO",46,103,0.45,19,44,0.43,18,28,0.64,14,38,52,26,4,6,14,25,129,50,101,0.5,19,50,0.38,21,25,0.84,11,42,53,33,8,9,12,23,140,3,1,0.75,"1-1","2-0",2,2,0.5,"0-1","2-1"
"2021-10-25","CHI","TOR",2021,"NO",40,83,0.48,12,30,0.4,16,20,0.8,13,34,47,27,8,1,19,18,108,39,81,0.48,12,27,0.44,21,22,0.95,5,24,29,24,11,3,13,16,111,1,3,0.25,"0-3","1-0",4,0,1,"2-0","2-0"
"2021-10-25","CLE","DEN",2021,"NO",35,86,0.41,9,38,0.24,8,12,0.67,11,36,47,21,10,3,21,22,87,38,82,0.46,7,25,0.28,16,20,0.8,11,38,49,26,8,5,14,18,99,2,1,0.667,"1-1","1-0",2,2,0.5,"1-1","1-1"
"2021-10-25","DET","ATL",2021,"YES",46,90,0.51,12,32,0.38,18,21,0.86,10,39,49,24,11,3,13,19,122,40,91,0.44,9,33,0.27,15,18,0.83,11,25,36,26,7,6,14,15,104,2,1,0.667,"2-0","0-1",0,3,0,"0-1","0-2"
"2021-10-25","MIL","IND",2021,"NO",40,90,0.44,14,36,0.39,15,17,0.88,12,35,47,23,6,1,19,24,109,41,85,0.48,11,32,0.34,26,31,0.84,7,35,42,24,13,6,13,19,119,1,3,0.25,"1-1","0-2",3,1,0.75,"1-0","2-1"
"2021-10-25","NOP","MIN",2021,"NO",31,90,0.34,15,50,0.3,21,27,0.78,11,30,41,20,10,7,11,19,98,39,87,0.45,10,30,0.33,19,23,0.83,15,45,60,19,5,5,17,20,107,2,1,0.667,"2-1","0-0",1,3,0.25,"0-1","1-2"
"2021-10-25","ORL","MIA",2021,"YES",41,87,0.47,6,27,0.22,19,19,1,9,33,42,28,10,2,10,19,107,33,81,0.41,12,44,0.27,12,19,0.63,6,33,39,21,7,6,16,22,90,2,1,0.667,"2-0","0-1",1,3,0.25,"0-1","1-2"
"2021-10-25","POR","LAC",2021,"YES",44,93,0.47,14,43,0.33,14,19,0.74,5,38,43,37,21,6,17,23,116,32,85,0.38,8,37,0.22,14,18,0.78,7,40,47,15,11,4,30,18,86,1,2,0.333,"1-1","0-1",1,2,0.333,"1-1","0-1"
"2021-10-25","WAS","BKN",2021,"YES",40,94,0.43,10,35,0.29,14,17,0.82,7,47,54,23,6,4,9,19,104,33,95,0.35,9,39,0.23,15,20,0.75,10,43,53,16,5,5,12,17,90,2,2,0.5,"1-1","1-1",2,1,0.667,"1-0","1-1"
"2021-10-26","DEN","UTA",2021,"YES",44,85,0.52,12,39,0.31,22,29,0.76,8,33,41,20,5,6,13,22,122,42,83,0.51,10,28,0.36,16,24,0.67,5,30,35,19,9,3,13,23,110,3,0,1,"2-0","1-0",2,2,0.5,"1-1","1-1"
"2021-10-26","GSW","OKC",2021,"NO",36,86,0.42,12,34,0.35,14,17,0.82,9,33,42,19,7,3,13,18,98,39,83,0.47,14,40,0.35,14,18,0.78,7,39,46,30,9,8,15,20,106,0,4,0,"0-2","0-2",4,0,1,"1-0","3-0"
"2021-10-26","HOU","DAL",2021,"YES",43,93,0.46,12,43,0.28,18,25,0.72,14,36,50,25,9,7,14,22,116,36,86,0.42,16,39,0.41,18,26,0.69,11,38,49,24,7,3,17,21,106,2,1,0.667,"1-0","1-1",1,3,0.25,"1-1","0-2"
"2021-10-26","LAL","SAS",2021,"NO",48,108,0.44,13,36,0.36,12,22,0.55,16,43,59,33,10,6,15,22,121,50,105,0.48,8,30,0.27,17,22,0.77,9,47,56,20,8,10,13,21,125,1,3,0.25,"1-2","0-1",2,2,0.5,"1-2","1-0"
"2021-10-26","PHI","NYK",2021,"YES",41,87,0.47,16,37,0.43,14,15,0.93,13,32,45,24,7,5,12,18,112,36,82,0.44,12,41,0.29,15,17,0.88,12,28,40,24,9,4,14,14,99,3,1,0.75,"2-1","1-0",2,2,0.5,"0-1","2-1"
"2021-10-27","ATL","NOP",2021,"NO",40,93,0.43,11,36,0.31,8,9,0.89,9,35,44,24,5,6,9,19,99,40,96,0.42,8,30,0.27,14,17,0.82,21,34,55,21,4,4,11,14,102,1,4,0.2,"0-2","1-2",3,1,0.75,"2-0","1-1"
"2021-10-27","CHA","ORL",2021,"NO",43,88,0.49,15,40,0.38,10,13,0.77,8,25,33,22,6,2,18,21,111,43,83,0.52,14,30,0.47,20,24,0.83,10,30,40,22,14,4,16,14,120,1,4,0.2,"0-2","1-2",4,1,0.8,"1-1","3-0"
"2021-10-27","CLE","LAC",2021,"NO",31,87,0.36,9,41,0.22,8,13,0.62,9,27,36,19,13,2,14,24,79,33,81,0.41,3,20,0.15,23,27,0.85,14,43,57,12,9,3,20,14,92,1,3,0.25,"1-2","0-1",3,2,0.6,"1-1","2-1"
"2021-10-27","IND","TOR",2021,"YES",46,100,0.46,14,30,0.47,12,19,0.63,16,25,41,22,18,6,10,20,118,38,79,0.48,10,29,0.34,14,17,0.82,9,31,40,19,6,7,22,19,100,2,3,0.4,"1-3","1-0",1,4,0.2,"1-1","0-3"
"2021-10-27","LAL","OKC",2021,"YES",43,86,0.5,15,37,0.41,22,29,0.76,10,32,42,21,8,3,15,16,123,46,92,0.5,11,35,0.31,12,14,0.86,10,30,40,29,8,2,17,22,115,1,4,0.2,"1-2","0-2",2,3,0.4,"1-2","1-1"
"2021-10-27","MEM","POR",2021,"YES",39,84,0.46,15,36,0.42,23,31,0.74,13,35,48,22,11,6,13,20,116,35,96,0.36,17,50,0.34,9,19,0.47,21,29,50,27,9,3,21,25,96,2,2,0.5,"2-1","0-1",2,2,0.5,"1-0","1-2"
"2021-10-27","MIA","BKN",2021,"NO",33,85,0.39,14,43,0.33,13,14,0.93,4,38,42,21,7,7,15,24,93,38,96,0.4,8,29,0.28,22,26,0.85,17,45,62,21,6,2,14,19,106,2,3,0.4,"1-2","1-1",3,1,0.75,"2-0","1-1"
"2021-10-27","MIN","MIL",2021,"NO",39,95,0.41,14,51,0.27,16,21,0.76,13,30,43,22,10,3,8,18,108,43,91,0.47,13,45,0.29,14,17,0.82,10,39,49,29,5,4,17,20,113,3,2,0.6,"1-1","2-1",3,1,0.75,"2-1","1-0"
"2021-10-27","SAC","PHX",2021,"NO",42,93,0.45,6,22,0.27,17,24,0.71,14,42,56,23,6,6,11,16,107,42,95,0.44,15,38,0.39,11,15,0.73,8,32,40,28,7,6,11,20,110,1,3,0.25,"0-2","1-1",2,2,0.5,"0-2","2-0"
"2021-10-27","WAS","BOS",2021,"NO",37,85,0.44,10,29,0.34,23,28,0.82,10,27,37,18,9,5,13,21,107,43,84,0.51,9,25,0.36,21,29,0.72,11,36,47,18,8,7,15,20,116,2,3,0.4,"0-2","2-1",3,1,0.75,"1-0","2-1"
"2021-10-28","ATL","WAS",2021,"YES",46,99,0.46,13,34,0.38,17,21,0.81,14,37,51,26,6,4,6,16,122,48,88,0.55,6,21,0.29,9,14,0.64,6,37,43,26,4,3,13,16,111,4,1,0.8,"2-0","2-1",3,2,0.6,"2-0","1-2"
"2021-10-28","DET","PHI",2021,"YES",38,76,0.5,12,27,0.44,22,24,0.92,6,40,46,22,7,9,20,23,110,35,86,0.41,13,39,0.33,19,27,0.7,10,27,37,22,11,4,12,22,102,3,2,0.6,"1-1","2-1",0,4,0,"0-1","0-3"
"2021-10-28","MEM","GSW",2021,"NO",39,90,0.43,14,40,0.35,9,12,0.75,7,41,48,29,8,7,22,17,101,39,97,0.4,12,48,0.25,14,14,1,10,41,51,25,17,9,17,14,104,4,1,0.8,"1-1","3-0",3,2,0.6,"1-0","2-2"
"2021-10-28","NYK","CHI",2021,"NO",36,84,0.43,11,32,0.34,20,22,0.91,5,32,37,25,6,5,7,18,103,39,85,0.46,11,29,0.38,15,20,0.75,11,38,49,16,5,7,13,21,104,4,1,0.8,"2-1","2-0",4,1,0.8,"2-1","2-0"
"2021-10-28","SAS","DAL",2021,"YES",41,89,0.46,18,45,0.4,4,13,0.31,9,36,45,18,4,7,12,19,104,39,88,0.44,12,30,0.4,9,15,0.6,11,37,48,21,6,11,14,16,99,3,1,0.75,"2-0","1-1",1,4,0.2,"1-2","0-2"
"2021-10-28","UTA","HOU",2021,"NO",31,95,0.33,9,44,0.2,20,23,0.87,13,28,41,15,8,3,11,24,91,41,85,0.48,16,46,0.35,24,30,0.8,10,48,58,24,8,4,16,23,122,1,4,0.2,"1-2","0-2",4,0,1,"2-0","2-0"
"2021-10-29","CHA","MIA",2021,"YES",43,91,0.47,9,35,0.26,19,19,1,16,44,60,23,6,3,17,20,114,35,90,0.39,13,37,0.35,16,22,0.73,11,26,37,21,8,6,11,17,99,4,1,0.8,"3-0","1-1",4,2,0.667,"1-1","3-1"
"2021-10-29","CLE","LAL",2021,"YES",46,84,0.55,12,27,0.44,9,10,0.9,11,31,42,24,9,6,20,20,113,37,87,0.43,12,34,0.35,15,22,0.68,16,20,36,28,10,1,15,13,101,3,3,0.5,"2-2","1-1",3,3,0.5,"1-1","2-2"
"2021-10-29","DAL","DEN",2021,"YES",43,83,0.52,11,36,0.31,9,13,0.69,5,46,51,28,8,3,19,24,106,23,78,0.29,8,37,0.22,21,27,0.78,6,30,36,14,8,3,15,17,75,3,2,0.6,"2-1","1-1",3,2,0.6,"2-0","1-2"
